farmid,planted_qty,withered_crops,harvested_qty,crop_yield,net_yield,type,tags
84,4,2,14,3.5,12,0,
85,2,8,19,9.5,11,1,
86,6,13,1,0.2,-12,0,
87,22,8,18,0.8,10,1,
88,10,3,25,2.5,22,1,
89,4,3,4,1.0,1,1,
90,22,7,2,0.1,-5,0,
91,29,1,9,0.3,8,0,
92,18,8,21,1.2,13,0,
93,26,13,2,0.1,-11,0,
94,12,8,30,2.5,22,1,
95,2,15,25,12.5,10,0,
96,10,16,9,0.9,-7,0,
97,4,15,10,2.5,-5,1,
98,14,11,5,0.4,-6,1,
99,16,2,15,0.9,13,1,
100,15,10,20,1.3,10,0,
101,8,13,3,0.4,-10,1,
102,14,17,12,0.9,-5,1,
103,23,4,10,0.4,6,1,
104,28,15,18,0.6,3,0,
105,25,19,4,0.2,-15,1,
106,8,4,6,0.8,2,0,
107,21,2,3,0.1,1,0,
108,16,11,30,1.9,19,1,
109,13,0,10,0.8,10,1,
110,18,8,15,0.8,7,0,
111,15,8,26,1.7,18,1,
112,21,3,3,0.1,0,1,
113,24,2,5,0.2,3,0,
114,26,16,20,0.8,4,0,
115,25,1,10,0.4,9,1,
116,28,0,12,0.4,12,0,
117,28,7,9,0.3,2,1,
118,28,12,26,0.9,14,1,
119,13,14,6,0.5,-8,1,
120,9,7,6,0.7,-1,0,
121,29,11,28,1.0,17,1,
122,15,11,3,0.2,-8,1,
123,13,13,25,1.9,12,1,
124,1,14,24,24.0,10,0,
125,25,14,10,0.4,-4,0,
126,7,8,14,2.0,6,0,
127,9,18,6,0.7,-12,0,
128,24,19,3,0.1,-16,0,
129,1,7,6,6.0,-1,1,
130,12,18,7,0.6,-11,0,
131,8,5,20,2.5,15,0,
132,24,19,14,0.6,-5,0,
133,11,18,7,0.6,-11,1,
134,19,3,15,0.8,12,0,
135,17,6,21,1.2,15,0,
136,8,3,17,2.1,14,1,
137,3,11,2,0.7,-9,0,
138,3,12,29,9.7,17,1,
139,1,2,6,6.0,4,1,
140,27,11,14,0.5,3,1,
141,5,1,18,3.6,17,1,
142,10,1,19,1.9,18,1,
143,7,8,20,2.9,12,0,
144,26,0,14,0.5,14,1,
145,9,7,30,3.3,23,1,
146,28,5,25,0.9,20,0,
147,7,5,27,3.9,22,1,
148,9,17,25,2.8,8,0,
149,8,16,29,3.6,13,0,
150,12,11,22,1.8,11,0,
151,2,5,3,1.5,-2,1,
152,1,7,9,9.0,2,1,
153,16,18,28,1.8,10,1,
154,23,9,1,0.0,-8,0,
155,23,0,14,0.6,14,1,
156,24,12,2,0.1,-10,1,
157,5,16,7,1.4,-9,1,
158,3,2,14,4.7,12,0,
159,12,7,29,2.4,22,0,
160,8,13,17,2.1,4,1,
161,22,2,9,0.4,7,1,
162,27,15,29,1.1,14,1,
163,3,12,2,0.7,-10,1,
164,1,19,6,6.0,-13,0,
165,3,16,25,8.3,9,0,
166,5,12,13,2.6,1,0,
167,15,5,21,1.4,16,0,
168,14,16,14,1.0,-2,1,
169,3,13,12,4.0,-1,1,
170,1,16,14,14.0,-2,1,
171,5,7,2,0.4,-5,0,
172,26,10,22,0.8,12,1,
173,23,19,25,1.1,6,0,
174,14,0,15,1.1,15,0,
175,7,6,28,4.0,22,1,
176,27,16,7,0.3,-9,1,
177,9,9,29,3.2,20,1,
178,15,10,12,0.8,2,0,
179,15,8,6,0.4,-2,1,
180,26,8,13,0.5,5,0,
181,10,4,14,1.4,10,1,
182,28,16,20,0.7,4,0,
183,13,8,18,1.4,10,0,
184,19,16,20,1.1,4,1,
185,7,18,28,4.0,10,0,
186,17,6,6,0.4,0,0,
187,20,8,11,0.6,3,1,
188,29,6,11,0.4,5,0,
189,4,12,22,5.5,10,1,
190,5,10,28,5.6,18,0,
191,23,13,19,0.8,6,1,
192,7,18,5,0.7,-13,1,
193,13,10,19,1.5,9,0,
194,15,12,5,0.3,-7,0,
195,11,13,19,1.7,6,0,
196,29,12,2,0.1,-10,0,
197,4,0,10,2.5,10,0,
198,13,7,8,0.6,1,1,
199,7,11,2,0.3,-9,0,
200,27,18,14,0.5,-4,1,
201,19,11,15,0.8,4,1,
202,22,7,29,1.3,22,0,
203,28,7,18,0.6,11,1,
204,2,12,10,5.0,-2,1,
205,10,11,18,1.8,7,1,
206,13,15,9,0.7,-6,1,
207,25,0,19,0.8,19,0,
208,21,12,29,1.4,17,1,
209,6,6,3,0.5,-3,0,
210,28,4,21,0.8,17,0,
211,28,7,4,0.1,-3,1,
212,12,13,28,2.3,15,0,
213,12,12,14,1.2,2,0,
214,20,14,19,1.0,5,0,
215,11,16,8,0.7,-8,1,
216,26,14,16,0.6,2,0,
217,23,19,16,0.7,-3,0,
218,28,17,28,1.0,11,0,
219,25,17,29,1.2,12,1,
220,7,1,4,0.6,3,0,
221,1,3,16,16.0,13,1,
222,1,0,6,6.0,6,1,
223,25,3,30,1.2,27,1,
224,27,17,23,0.9,6,1,
225,25,4,5,0.2,1,1,
226,20,18,21,1.1,3,1,
227,13,14,28,2.2,14,0,
228,9,7,19,2.1,12,1,
229,3,19,29,9.7,10,0,
230,7,16,20,2.9,4,0,
231,6,0,18,3.0,18,1,
232,8,11,28,3.5,17,0,
233,27,18,6,0.2,-12,0,
234,9,14,7,0.8,-7,0,
235,5,8,18,3.6,10,0,
236,1,6,23,23.0,17,1,
237,19,1,20,1.1,19,0,
238,10,8,23,2.3,15,1,
239,12,9,3,0.3,-6,0,
240,24,1,7,0.3,6,0,
241,15,18,28,1.9,10,1,
242,27,10,28,1.0,18,0,
243,22,12,22,1.0,10,0,
244,24,9,14,0.6,5,0,
245,9,13,16,1.8,3,1,
246,20,17,5,0.3,-12,0,
247,17,18,13,0.8,-5,1,
248,17,8,22,1.3,14,0,
249,26,6,28,1.1,22,1,
250,20,2,4,0.2,2,1,
251,12,19,2,0.2,-17,0,
252,7,5,27,3.9,22,0,
253,2,1,13,6.5,12,1,
254,3,5,8,2.7,3,1,
255,17,2,6,0.4,4,0,
256,5,15,12,2.4,-3,1,
257,17,7,21,1.2,14,0,
258,24,1,10,0.4,9,0,
259,17,16,23,1.4,7,0,
260,27,8,26,1.0,18,0,
261,17,11,20,1.2,9,1,
262,2,2,7,3.5,5,0,
263,2,10,27,13.5,17,1,
264,28,0,1,0.0,1,0,
265,22,12,27,1.2,15,1,
266,23,14,21,0.9,7,0,
267,5,4,15,3.0,11,1,
268,1,16,3,3.0,-13,1,
269,1,5,13,13.0,8,0,
270,19,10,21,1.1,11,0,
271,2,17,21,10.5,4,0,
272,21,3,18,0.9,15,0,
273,12,2,14,1.2,12,1,
274,26,12,13,0.5,1,0,
275,6,8,8,1.3,0,1,
276,23,5,16,0.7,11,1,
277,4,11,3,0.8,-8,0,
278,23,1,30,1.3,29,1,
279,11,2,30,2.7,28,1,
280,24,2,12,0.5,10,1,
281,27,11,21,0.8,10,1,
282,17,14,20,1.2,6,0,
283,6,8,23,3.8,15,0,
284,24,7,21,0.9,14,0,
285,5,10,26,5.2,16,0,
286,20,15,23,1.2,8,1,
287,2,3,12,6.0,9,1,
288,6,0,20,3.3,20,0,
289,22,6,16,0.7,10,0,
290,11,1,28,2.5,27,0,
291,16,4,13,0.8,9,1,
292,16,6,8,0.5,2,0,
293,1,3,3,3.0,0,0,
294,9,4,9,1.0,5,0,
295,28,0,22,0.8,22,1,
296,27,0,16,0.6,16,1,
297,6,14,17,2.8,3,1,
298,16,19,6,0.4,-13,1,
299,29,18,28,1.0,10,1,
300,3,9,21,7.0,12,1,
301,20,17,7,0.4,-10,1,
302,28,2,20,0.7,18,1,
303,27,10,17,0.6,7,0,
304,4,14,9,2.3,-5,0,
305,19,10,4,0.2,-6,1,
306,26,16,28,1.1,12,1,
307,3,16,9,3.0,-7,0,
308,19,5,27,1.4,22,1,
309,20,4,29,1.5,25,1,
310,7,7,7,1.0,0,1,
311,20,1,28,1.4,27,0,
312,9,15,16,1.8,1,0,
313,1,19,29,29.0,10,0,
314,8,11,1,0.1,-10,0,
315,7,5,10,1.4,5,0,
316,18,0,26,1.4,26,1,
317,8,3,26,3.3,23,0,
318,1,16,13,13.0,-3,1,
319,11,12,19,1.7,7,1,
320,28,17,21,0.8,4,0,
321,25,4,28,1.1,24,0,
322,25,2,17,0.7,15,1,
323,18,10,28,1.6,18,1,
324,23,12,9,0.4,-3,1,
325,10,3,8,0.8,5,0,
326,3,13,27,9.0,14,0,
327,7,10,22,3.1,12,0,
328,28,9,8,0.3,-1,0,
329,16,18,17,1.1,-1,0,
330,26,17,22,0.8,5,1,
331,16,5,17,1.1,12,0,
332,25,14,16,0.6,2,1,
333,20,9,28,1.4,19,1,
334,28,4,15,0.5,11,1,
335,17,4,13,0.8,9,0,
336,2,9,19,9.5,10,0,
337,1,4,5,5.0,1,0,
338,16,2,4,0.3,2,1,
339,12,5,30,2.5,25,1,
340,5,3,13,2.6,10,1,
341,5,17,22,4.4,5,1,
342,27,8,25,0.9,17,1,
343,23,16,29,1.3,13,1,
344,9,12,8,0.9,-4,0,
345,9,14,25,2.8,11,0,
346,3,19,23,7.7,4,0,
347,19,16,11,0.6,-5,0,
348,16,12,16,1.0,4,1,
349,16,15,26,1.6,11,1,
350,3,3,19,6.3,16,0,
351,20,4,8,0.4,4,1,
352,24,4,3,0.1,-1,0,
353,22,8,24,1.1,16,0,
354,24,16,17,0.7,1,0,
355,1,12,5,5.0,-7,1,
356,24,1,20,0.8,19,0,
357,20,12,21,1.1,9,0,
358,11,18,8,0.7,-10,0,
359,17,2,26,1.5,24,1,
360,8,9,29,3.6,20,1,
361,4,1,4,1.0,3,0,
362,6,12,23,3.8,11,1,
363,8,18,22,2.8,4,1,
364,20,16,22,1.1,6,1,
365,3,13,3,1.0,-10,1,
366,16,11,25,1.6,14,1,
367,25,11,9,0.4,-2,1,
368,3,10,12,4.0,2,1,
369,25,6,14,0.6,8,1,
370,29,3,18,0.6,15,1,
371,18,18,9,0.5,-9,1,
372,14,0,5,0.4,5,0,
373,18,2,5,0.3,3,0,
374,2,12,19,9.5,7,1,
375,22,14,8,0.4,-6,0,
376,3,1,10,3.3,9,0,
377,16,10,7,0.4,-3,1,
378,29,3,12,0.4,9,1,
379,9,18,14,1.6,-4,1,
380,4,16,28,7.0,12,0,
381,1,2,17,17.0,15,0,
382,4,17,29,7.3,12,1,
383,1,7,7,7.0,0,1,
384,14,18,10,0.7,-8,1,
385,21,4,9,0.4,5,0,
386,16,6,2,0.1,-4,0,
387,20,7,15,0.8,8,0,
388,24,4,18,0.8,14,0,
389,8,16,25,3.1,9,1,
390,7,4,10,1.4,6,1,
391,3,3,18,6.0,15,1,
392,17,18,13,0.8,-5,1,
393,1,1,14,14.0,13,0,
394,16,10,9,0.6,-1,0,
395,12,12,16,1.3,4,1,
396,27,14,17,0.6,3,1,
397,19,11,26,1.4,15,0,
398,22,10,23,1.0,13,1,
399,23,6,18,0.8,12,0,
400,22,4,21,1.0,17,1,
401,14,16,2,0.1,-14,1,
402,6,19,11,1.8,-8,1,
403,6,8,9,1.5,1,1,
404,13,13,19,1.5,6,1,
405,19,11,29,1.5,18,1,
406,22,5,2,0.1,-3,1,
407,8,16,22,2.8,6,0,
408,27,18,13,0.5,-5,0,
409,27,18,21,0.8,3,0,
410,2,15,16,8.0,1,0,
411,21,11,28,1.3,17,0,
412,1,11,2,2.0,-9,1,
413,28,19,14,0.5,-5,1,
414,15,5,10,0.7,5,0,
415,1,3,27,27.0,24,1,
416,5,5,17,3.4,12,0,
417,28,10,8,0.3,-2,0,
418,29,0,3,0.1,3,1,
419,16,14,7,0.4,-7,1,
420,19,10,8,0.4,-2,1,
421,4,18,25,6.3,7,0,
422,3,17,15,5.0,-2,1,
423,17,16,27,1.6,11,0,
424,17,18,14,0.8,-4,0,
425,12,13,28,2.3,15,0,
426,28,17,3,0.1,-14,1,
427,29,18,11,0.4,-7,1,
428,14,14,18,1.3,4,0,
429,21,14,13,0.6,-1,1,
430,6,3,18,3.0,15,1,
431,3,6,9,3.0,3,1,
432,28,12,21,0.8,9,0,
433,9,2,12,1.3,10,0,
434,5,15,4,0.8,-11,1,
435,24,8,14,0.6,6,0,
436,29,7,7,0.2,0,1,
437,17,19,10,0.6,-9,1,
438,14,12,7,0.5,-5,1,
439,21,16,10,0.5,-6,1,
440,3,16,26,8.7,10,0,
441,28,16,23,0.8,7,0,
442,1,0,7,7.0,7,0,
443,20,7,13,0.7,6,1,
444,29,18,9,0.3,-9,1,
445,21,5,9,0.4,4,1,
446,23,2,15,0.7,13,0,
447,1,4,29,29.0,25,1,
448,3,12,21,7.0,9,0,
449,18,14,13,0.7,-1,0,
450,25,13,21,0.8,8,0,
451,10,15,8,0.8,-7,0,
452,22,17,14,0.6,-3,0,
453,26,10,8,0.3,-2,0,
454,3,2,17,5.7,15,1,
455,8,9,5,0.6,-4,1,
456,14,9,23,1.6,14,0,
457,24,15,12,0.5,-3,0,
458,18,11,23,1.3,12,1,
459,15,1,22,1.5,21,0,
460,22,8,22,1.0,14,0,
461,23,2,10,0.4,8,1,
462,2,14,25,12.5,11,0,
463,27,2,22,0.8,20,0,
464,10,18,28,2.8,10,0,
465,2,17,12,6.0,-5,1,
466,26,7,19,0.7,12,1,
467,17,16,23,1.4,7,1,
468,8,7,2,0.3,-5,0,
469,1,6,29,29.0,23,0,
470,9,6,13,1.4,7,1,
471,11,2,15,1.4,13,0,
472,22,0,20,0.9,20,0,
473,16,3,27,1.7,24,0,
474,7,4,18,2.6,14,0,
475,29,0,15,0.5,15,0,
476,10,14,20,2.0,6,1,
477,23,4,23,1.0,19,0,
478,26,12,15,0.6,3,1,
479,3,7,12,4.0,5,0,
480,18,7,14,0.8,7,1,
481,25,4,22,0.9,18,0,
482,24,8,30,1.3,22,1,
483,13,0,5,0.4,5,0,
484,28,3,22,0.8,19,1,
485,26,2,1,0.0,-1,0,
486,7,1,20,2.9,19,1,
487,25,7,3,0.1,-4,0,
488,4,8,19,4.8,11,1,
489,13,1,7,0.5,6,1,
490,20,13,23,1.2,10,0,
491,1,13,29,29.0,16,0,
492,8,3,23,2.9,20,1,
493,14,5,12,0.9,7,0,
494,16,10,25,1.6,15,1,
495,14,2,10,0.7,8,1,
496,12,7,28,2.3,21,1,
497,19,2,15,0.8,13,0,
498,23,13,29,1.3,16,1,
499,15,12,11,0.7,-1,1,
500,28,12,26,0.9,14,0,
501,2,1,16,8.0,15,0,
502,2,12,8,4.0,-4,0,
503,23,18,1,0.0,-17,0,
504,22,5,23,1.0,18,1,
505,19,15,16,0.8,1,1,
506,25,1,2,0.1,1,1,
507,26,7,8,0.3,1,1,
508,29,16,4,0.1,-12,0,
509,22,1,18,0.8,17,1,
510,26,9,22,0.8,13,1,
511,26,15,10,0.4,-5,0,
512,22,5,30,1.4,25,1,
513,17,1,25,1.5,24,1,
514,20,1,21,1.1,20,1,
515,10,12,6,0.6,-6,1,
516,6,14,5,0.8,-9,1,
517,15,1,29,1.9,28,1,
518,22,6,7,0.3,1,0,
519,11,2,27,2.5,25,0,
520,28,7,29,1.0,22,1,
521,5,13,25,5.0,12,1,
522,1,6,9,9.0,3,0,
523,8,6,18,2.3,12,1,
524,21,0,20,1.0,20,1,
525,28,16,10,0.4,-6,1,
526,12,8,20,1.7,12,0,
527,12,12,27,2.3,15,1,
528,5,18,22,4.4,4,0,
529,7,18,3,0.4,-15,1,
530,4,16,26,6.5,10,0,
531,6,9,26,4.3,17,0,
532,13,9,16,1.2,7,1,
533,20,3,12,0.6,9,0,
534,15,7,5,0.3,-2,1,
535,3,19,14,4.7,-5,0,
536,23,19,8,0.3,-11,1,
537,8,17,11,1.4,-6,1,
538,20,13,2,0.1,-11,0,
539,16,17,20,1.3,3,1,
540,13,13,27,2.1,14,1,
541,18,19,20,1.1,1,0,
542,28,14,30,1.1,16,1,
543,10,3,13,1.3,10,1,
544,19,12,19,1.0,7,0,
545,17,7,23,1.4,16,0,
546,24,17,19,0.8,2,1,
547,19,11,9,0.5,-2,1,
548,28,13,19,0.7,6,0,
549,26,1,5,0.2,4,0,
550,23,17,2,0.1,-15,1,
551,26,1,4,0.2,3,0,
552,5,10,27,5.4,17,1,
553,26,8,9,0.3,1,1,
554,21,11,5,0.2,-6,1,
555,23,16,17,0.7,1,1,
556,9,14,24,2.7,10,1,
557,12,16,24,2.0,8,0,
558,21,17,22,1.0,5,0,
559,1,5,3,3.0,-2,0,
560,26,16,26,1.0,10,0,
561,26,17,3,0.1,-14,1,
562,1,7,24,24.0,17,1,
563,15,8,6,0.4,-2,1,
564,2,5,6,3.0,1,1,
565,22,4,8,0.4,4,0,
566,16,11,14,0.9,3,1,
567,25,10,10,0.4,0,1,
568,8,0,10,1.3,10,0,
569,13,10,6,0.5,-4,0,
570,21,18,14,0.7,-4,0,
571,1,8,4,4.0,-4,0,
572,16,1,15,0.9,14,1,
573,29,11,25,0.9,14,1,
574,7,3,13,1.9,10,0,
575,5,3,26,5.2,23,1,
576,22,17,21,1.0,4,1,
577,29,14,3,0.1,-11,1,
578,23,18,7,0.3,-11,0,
579,3,12,7,2.3,-5,1,
580,12,18,29,2.4,11,0,
581,26,16,28,1.1,12,1,
582,16,5,26,1.6,21,1,
583,19,15,26,1.4,11,1,
584,5,11,5,1.0,-6,0,
585,22,18,3,0.1,-15,1,
586,25,4,26,1.0,22,0,
587,29,16,23,0.8,7,0,
588,14,0,20,1.4,20,0,
589,28,9,2,0.1,-7,1,
590,5,14,9,1.8,-5,1,
591,15,10,13,0.9,3,1,
592,17,12,25,1.5,13,1,
593,14,4,18,1.3,14,0,
594,20,0,19,1.0,19,0,
595,5,11,28,5.6,17,0,
596,12,10,16,1.3,6,1,
597,16,16,19,1.2,3,0,
598,26,3,11,0.4,8,1,
599,26,14,14,0.5,0,0,
600,16,8,23,1.4,15,1,
601,21,19,15,0.7,-4,1,
602,7,18,24,3.4,6,0,
603,4,18,13,3.3,-5,0,
604,1,11,12,12.0,1,0,
605,5,4,26,5.2,22,0,
606,23,9,13,0.6,4,1,
607,26,16,21,0.8,5,0,
608,10,4,4,0.4,0,0,
609,22,15,19,0.9,4,0,
610,5,6,21,4.2,15,1,
611,4,8,9,2.3,1,1,
612,2,2,4,2.0,2,0,
613,20,14,13,0.7,-1,1,
614,10,15,17,1.7,2,0,
615,26,17,26,1.0,9,1,
616,19,13,23,1.2,10,1,
617,26,2,21,0.8,19,1,
618,1,11,29,29.0,18,1,
619,24,8,17,0.7,9,0,
620,5,6,27,5.4,21,0,
621,13,8,28,2.2,20,0,
622,4,12,16,4.0,4,1,
623,16,17,15,0.9,-2,0,
624,24,4,11,0.5,7,0,
625,16,12,25,1.6,13,0,
626,23,3,18,0.8,15,1,
627,2,1,18,9.0,17,1,
628,17,15,25,1.5,10,1,
629,28,8,1,0.0,-7,0,
630,27,8,17,0.6,9,0,
631,20,5,6,0.3,1,0,
632,24,10,16,0.7,6,1,
633,12,0,16,1.3,16,1,
634,18,3,16,0.9,13,0,
635,3,12,13,4.3,1,1,
636,28,12,28,1.0,16,1,
637,1,12,30,30.0,18,1,
638,1,1,21,21.0,20,1,
639,29,8,15,0.5,7,0,
640,19,7,15,0.8,8,1,
641,11,6,3,0.3,-3,1,
642,5,3,10,2.0,7,1,
643,12,17,6,0.5,-11,1,
644,3,2,9,3.0,7,0,
645,1,5,26,26.0,21,0,
646,1,11,30,30.0,19,1,
647,8,11,2,0.3,-9,1,
648,10,7,24,2.4,17,1,
649,11,0,4,0.4,4,1,
650,12,3,7,0.6,4,1,
651,29,10,6,0.2,-4,1,
652,13,2,18,1.4,16,0,
653,12,12,28,2.3,16,1,
654,14,16,13,0.9,-3,0,
655,2,9,11,5.5,2,0,
656,29,11,18,0.6,7,1,
657,19,14,22,1.2,8,0,
658,18,9,13,0.7,4,0,
659,3,13,6,2.0,-7,0,
660,23,12,17,0.7,5,0,
661,17,4,27,1.6,23,0,
662,26,5,13,0.5,8,0,
663,8,1,19,2.4,18,1,
664,29,16,21,0.7,5,0,
665,26,3,19,0.7,16,0,
666,10,13,10,1.0,-3,0,
667,26,9,3,0.1,-6,1,
668,2,2,14,7.0,12,0,
669,19,2,19,1.0,17,1,
670,9,14,19,2.1,5,0,
671,7,5,26,3.7,21,1,
672,4,16,8,2.0,-8,1,
673,26,11,5,0.2,-6,0,
674,21,19,20,1.0,1,0,
675,18,10,12,0.7,2,1,
676,13,3,21,1.6,18,0,
677,11,5,24,2.2,19,1,
678,29,0,13,0.4,13,1,
679,24,19,7,0.3,-12,1,
680,4,15,21,5.3,6,1,
681,25,14,24,1.0,10,1,
682,21,16,4,0.2,-12,0,
683,29,7,21,0.7,14,1,
684,25,11,17,0.7,6,1,
685,4,9,18,4.5,9,0,
686,10,14,11,1.1,-3,1,
687,5,8,1,0.2,-7,0,
688,9,1,24,2.7,23,0,
689,24,4,25,1.0,21,0,
690,3,5,19,6.3,14,1,
691,17,6,22,1.3,16,1,
692,3,0,2,0.7,2,1,
693,16,6,22,1.4,16,0,
694,4,19,9,2.3,-10,1,
695,18,11,28,1.6,17,0,
696,17,15,7,0.4,-8,1,
697,7,15,28,4.0,13,0,
698,24,10,16,0.7,6,1,
699,23,3,23,1.0,20,1,
700,5,12,16,3.2,4,1,
701,12,6,25,2.1,19,0,
702,17,3,4,0.2,1,0,
703,23,14,24,1.0,10,1,
704,13,18,24,1.8,6,1,
705,23,8,12,0.5,4,0,
706,25,10,10,0.4,0,0,
707,3,7,22,7.3,15,0,
708,9,0,19,2.1,19,1,
709,17,7,7,0.4,0,0,
710,17,12,18,1.1,6,1,
711,20,3,23,1.2,20,0,
712,16,7,9,0.6,2,1,
713,25,2,14,0.6,12,0,
714,22,8,24,1.1,16,0,
715,13,1,10,0.8,9,0,
716,27,1,16,0.6,15,0,
717,19,12,16,0.8,4,0,
718,17,14,9,0.5,-5,1,
719,4,11,10,2.5,-1,0,
720,12,3,25,2.1,22,0,
721,29,7,13,0.4,6,0,
722,9,8,2,0.2,-6,1,
723,19,4,12,0.6,8,0,
724,12,19,20,1.7,1,1,
725,9,17,13,1.4,-4,0,
726,7,10,4,0.6,-6,0,
727,28,14,22,0.8,8,1,
728,14,8,11,0.8,3,0,
729,20,16,6,0.3,-10,1,
730,19,11,10,0.5,-1,1,
731,26,6,26,1.0,20,0,
732,15,9,29,1.9,20,1,
733,16,9,25,1.6,16,0,
734,21,12,21,1.0,9,0,
735,5,18,7,1.4,-11,1,
736,3,10,10,3.3,0,1,
737,12,12,2,0.2,-10,1,
738,25,7,10,0.4,3,1,
739,20,7,7,0.4,0,0,
740,27,3,6,0.2,3,0,
741,21,14,14,0.7,0,1,
742,4,10,18,4.5,8,0,
743,21,10,24,1.1,14,0,
744,23,0,11,0.5,11,0,
745,16,16,20,1.3,4,0,
746,25,14,12,0.5,-2,1,
747,7,19,5,0.7,-14,1,
748,13,5,16,1.2,11,0,
749,21,14,30,1.4,16,1,
750,10,8,7,0.7,-1,1,
751,26,13,15,0.6,2,1,
752,7,17,26,3.7,9,0,
753,14,16,12,0.9,-4,0,
754,26,17,24,0.9,7,0,
755,5,4,7,1.4,3,1,
756,3,19,25,8.3,6,0,
757,23,19,5,0.2,-14,0,
758,29,8,14,0.5,6,1,
759,11,10,21,1.9,11,0,
760,11,0,18,1.6,18,0,
761,18,17,20,1.1,3,1,
762,15,5,14,0.9,9,1,
763,12,1,12,1.0,11,1,
764,9,14,26,2.9,12,0,
765,10,13,5,0.5,-8,0,
766,26,4,24,0.9,20,0,
767,12,5,8,0.7,3,1,
768,17,5,26,1.5,21,1,
769,29,17,19,0.7,2,0,
770,6,13,25,4.2,12,0,
771,7,9,2,0.3,-7,1,
772,14,13,13,0.9,0,1,
773,13,12,27,2.1,15,1,
774,8,2,8,1.0,6,1,
775,10,5,9,0.9,4,0,
776,9,7,22,2.4,15,1,
777,18,11,18,1.0,7,0,
778,27,12,21,0.8,9,0,
779,26,10,4,0.2,-6,0,
780,2,11,26,13.0,15,1,
781,5,0,2,0.4,2,1,
782,29,16,18,0.6,2,1,
783,5,15,18,3.6,3,1,
784,6,10,23,3.8,13,0,
785,19,12,13,0.7,1,1,
786,8,17,7,0.9,-10,1,
787,16,10,24,1.5,14,0,
788,13,11,12,0.9,1,1,
789,1,5,29,29.0,24,0,
790,22,8,2,0.1,-6,0,
791,20,15,28,1.4,13,0,
792,17,3,26,1.5,23,0,
793,7,2,11,1.6,9,0,
794,25,15,9,0.4,-6,0,
795,13,11,7,0.5,-4,0,
796,4,10,22,5.5,12,0,
797,4,4,4,1.0,0,1,
798,6,17,22,3.7,5,1,
799,28,18,27,1.0,9,1,
800,19,5,9,0.5,4,1,
801,29,17,14,0.5,-3,0,
802,12,5,3,0.3,-2,1,
803,22,3,2,0.1,-1,0,
804,7,11,29,4.1,18,1,
805,27,18,22,0.8,4,1,
806,10,1,30,3.0,29,1,
