farmid,planted_qty,withered_crops,harvested_qty,crop_yield,net_yield,type,tags
28,28,2,25,0.9,23,1,"terrible crop yield,  excellent net yield,  vermiculture,  organicfarming"
29,21,13,5,0.2,-8,1,"terrible crop yield,  bad net yield,  pestcontrol,  croprotation,  naturalpestmanagement"
30,1,19,13,13,-6,1,"good crop yield,  bad net yield,  greenhousegrowing,  sustainableagriculture"
31,12,13,20,1.7,7,0,"commendable crop yield,  bad net yield,  pestcontrol,  croprotation,  naturalpestmanagement"
32,26,3,8,0.3,5,0,"needs crop improvement,  bad net yield,  fertilization,  pollinatorfriendly"
33,22,11,22,1,11,0,"average crop yield,  bad net yield,  naturalpestmanagement,  pestcontrol"
34,29,16,30,1,14,1,"terrible crop yield,  good net yield,  companionplanting,  regenerativeagriculture"
35,12,6,26,2.2,20,0,"commendable crop yield,  excellent net yield,  sustainableagriculture,  companionplanting"
36,25,8,12,0.5,4,1,"terrible crop yield,  bad net yield,  naturalpestmanagement,  pestcontrol"
37,17,2,5,0.3,3,0,"needs crop improvement,  bad net yield,  organicfarming,  irrigation"
38,27,12,13,0.5,1,0,"needs crop improvement,  bad net yield,  pestcontrol,  croprotation,  naturalpestmanagement"
39,27,14,29,1.1,15,0,"commendable crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
40,10,17,25,2.5,8,1,"needs improvement,  bad net yield,  companionplanting,  regenerativeagriculture"
41,28,18,25,0.9,7,0,"needs crop improvement,  bad net yield,  greenhousegrowing,  sustainableagriculture"
42,28,0,23,0.8,23,0,"needs crop improvement, bad net yield, composting, mulching"
43,16,5,12,0.8,7,1,"terrible crop yield,  bad net yield,  naturalpestmanagement,  companionplanting"
44,15,1,10,0.7,9,0,"needs crop improvement,  bad net yield,  fertilization,  soilmanagement"
45,15,13,3,0.2,-10,1,"terrible crop yield,  bad net yield,  pestcontrol,  croprotation"
46,19,5,23,1.2,18,0,"commendable crop yield,  bad net yield,  croprotation,  naturalpestmanagement"
47,12,13,8,0.7,-5,1,"terrible crop yield,  bad net yield,  croprotation,  pestcontrol,  naturalpestmanagement"
48,23,3,21,0.9,18,1,"terrible crop yield,  excellent net yield,  irrigation,  pollinatorfriendly"
49,20,7,17,0.9,10,0,"needs crop improvement,  bad net yield,  naturalpestmanagement,  companionplanting"
50,25,2,28,1.1,26,1,"terrible crop yield,  excellent net yield,  organicfarming,  fertilization,  soilmanagement"
51,3,18,9,3,-9,1,"needs improvement,  bad net yield,  sustainableagriculture,  greenhousegrowing"
52,5,13,21,4.2,8,1,"needs improvement,  bad net yield,  pestcontrol,  croprotation,  naturalpestmanagement"
53,19,19,30,1.6,11,1,"terrible crop yield,  good net yield,  sustainableagriculture,  greenhousegrowing"
54,7,16,23,3.3,7,1,"needs improvement,  bad net yield,  companionplanting,  regenerativeagriculture"
55,21,7,22,1,15,1,"terrible crop yield,  good net yield,  croprotation,  companionplanting"
56,9,13,13,1.4,0,0,"commendable crop yield,  bad net yield,  naturalpestmanagement,  croprotation,  pestcontrol"
57,7,5,14,2,9,1,"needs improvement,  good net yield,  precisionfarming,  croprotation"
58,18,15,15,0.8,0,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
59,4,18,19,4.8,1,0,"commendable crop yield,  bad net yield,  greenhousegrowing,  sustainableagriculture"
60,25,13,8,0.3,-5,0,"needs crop improvement,  bad net yield,  croprotation,  naturalpestmanagement"
61,28,18,22,0.8,4,0,"needs crop improvement,  bad net yield,  sustainableagriculture,  greenhousegrowing"
62,14,2,5,0.4,3,0,"needs crop improvement,  bad net yield,  organicfarming,  pollinatorfriendly"
63,18,9,20,1.1,11,0,"commendable crop yield,  bad net yield,  greenhousegrowing,  croprotation,  companionplanting"
64,26,18,8,0.3,-10,0,"needs crop improvement,  bad net yield,  greenhousegrowing,  sustainableagriculture"
65,9,8,24,2.7,16,0,"commendable crop yield,  excellent net yield,  covercrops,  precisionfarming,  sustainableagriculture"
66,26,19,27,1,8,1,"terrible crop yield,  bad net yield,  greenhousegrowing,  sustainableagriculture"
67,21,12,4,0.2,-8,1,"terrible crop yield,  bad net yield,  pestcontrol,  naturalpestmanagement,  croprotation"
68,2,6,25,12.5,19,0,"commendable crop yield,  excellent net yield,  greenhousegrowing,  croprotation,  covercrops"
69,20,13,7,0.4,-6,1,"terrible crop yield,  bad net yield,  naturalpestmanagement,  croprotation,  pestcontrol"
70,28,8,6,0.2,-2,1,"terrible crop yield,  bad net yield,  sustainableagriculture,  naturalpestmanagement,  pestcontrol"
71,15,18,6,0.4,-12,1,"terrible crop yield,  bad net yield,  sustainableagriculture,  greenhousegrowing"
72,28,14,22,0.8,8,0,"needs crop improvement,  bad net yield,  companionplanting,  regenerativeagriculture"
73,7,19,18,2.6,-1,0,"commendable crop yield,  bad net yield,  greenhousegrowing,  sustainableagriculture"
74,12,13,24,2,11,1,"needs improvement,  good net yield,  pestcontrol,  croprotation"
75,29,5,7,0.2,2,0,"needs crop improvement,  bad net yield,  companionplanting,  sustainableagriculture,  pestcontrol"
76,8,3,10,1.3,7,1,"terrible crop yield,  bad net yield,  organicfarming,  soilmanagement"
77,15,7,4,0.3,-3,1,"terrible crop yield,  bad net yield,  pestcontrol,  naturalpestmanagement,  croprotation"
78,3,16,21,7,5,1,"average crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
79,14,8,27,1.9,19,1,"terrible crop yield,  excellent net yield,  precisionfarming,  pestcontrol"
80,17,0,6,0.4,6,0,"needs crop improvement, bad net yield, croprotation, covercrops"
81,4,19,20,5,1,0,"commendable crop yield,  bad net yield,  sustainableagriculture,  greenhousegrowing"
82,18,13,2,0.1,-11,0,"needs crop improvement,  bad net yield,  pestcontrol,  naturalpestmanagement"
83,8,10,11,1.4,1,1,"terrible crop yield,  bad net yield,  companionplanting,  sustainableagriculture"
84,4,2,14,3.5,12,0,"commendable crop yield,  excellent net yield,  soilmanagement,  vermiculture"
85,2,8,19,9.5,11,1,"good crop yield,  good net yield,  sustainableagriculture,  pestcontrol"
86,6,13,1,0.2,-12,0,"needs crop improvement,  bad net yield,  naturalpestmanagement,  croprotation,  pestcontrol"
87,22,8,18,0.8,10,1,"terrible crop yield,  good net yield,  covercrops,  naturalpestmanagement,  croprotation"
88,10,3,25,2.5,22,1,"needs improvement,  excellent net yield,  vermiculture,  fertilization,  soilmanagement"
89,4,3,4,1,1,1,"terrible crop yield,  bad net yield,  organicfarming,  pollinatorfriendly"
90,22,7,2,0.1,-5,0,"needs crop improvement,  bad net yield,  naturalpestmanagement,  sustainableagriculture"
91,29,1,9,0.3,8,0,"needs crop improvement,  bad net yield,  pollinatorfriendly,  soilmanagement"
92,18,8,21,1.2,13,0,"commendable crop yield,  bad net yield,  croprotation,  pestcontrol"
93,26,13,2,0.1,-11,0,"needs crop improvement,  bad net yield,  croprotation,  pestcontrol,  naturalpestmanagement"
94,12,8,30,2.5,22,1,"needs improvement,  excellent net yield,  naturalpestmanagement,  companionplanting"
95,2,15,25,12.5,10,0,"commendable crop yield,  excellent net yield,  regenerativeagriculture,  companionplanting"
96,10,16,9,0.9,-7,0,"needs crop improvement,  bad net yield,  regenerativeagriculture,  companionplanting"
97,4,15,10,2.5,-5,1,"needs improvement,  bad net yield,  regenerativeagriculture,  companionplanting"
98,14,11,5,0.4,-6,1,"terrible crop yield,  bad net yield,  naturalpestmanagement,  pestcontrol"
99,16,2,15,0.9,13,1,"terrible crop yield,  good net yield,  organicfarming,  irrigation,  vermiculture"
100,15,10,20,1.3,10,0,"commendable crop yield,  bad net yield,  greenhousegrowing,  croprotation"
101,8,13,3,0.4,-10,1,"terrible crop yield,  bad net yield,  naturalpestmanagement,  pestcontrol,  croprotation"
102,14,17,12,0.9,-5,1,"terrible crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
103,23,4,10,0.4,6,1,"terrible crop yield,  bad net yield,  organicfarming,  soilmanagement"
104,28,15,18,0.6,3,0,"needs crop improvement,  bad net yield,  regenerativeagriculture,  companionplanting"
105,25,19,4,0.2,-15,1,"terrible crop yield,  bad net yield,  greenhousegrowing,  sustainableagriculture"
106,8,4,6,0.8,2,0,"needs crop improvement,  bad net yield,  pollinatorfriendly,  soilmanagement"
107,21,2,3,0.1,1,0,"needs crop improvement,  bad net yield,  soilmanagement,  vermiculture,  fertilization"
108,16,11,30,1.9,19,1,"terrible crop yield,  excellent net yield,  pestcontrol,  croprotation"
109,13,0,10,0.8,10,1,"terrible crop yield, good net yield, greenhousegrowing, sustainableagriculture"
110,18,8,15,0.8,7,0,"needs crop improvement,  bad net yield,  greenhousegrowing,  precisionfarming,  pestcontrol"
111,15,8,26,1.7,18,1,"terrible crop yield,  excellent net yield,  pestcontrol,  covercrops"
112,21,3,3,0.1,0,1,"terrible crop yield,  bad net yield,  organicfarming,  irrigation"
113,24,2,5,0.2,3,0,"needs crop improvement,  bad net yield,  soilmanagement,  vermiculture,  irrigation"
114,26,16,20,0.8,4,0,"needs crop improvement,  bad net yield,  companionplanting,  regenerativeagriculture"
115,25,1,10,0.4,9,1,"terrible crop yield,  good net yield,  pollinatorfriendly,  vermiculture,  fertilization"
116,28,0,12,0.4,12,0,"needs crop improvement, bad net yield, composting, sustainablepractices, raisedbeds"
117,28,7,9,0.3,2,1,"terrible crop yield,  bad net yield,  greenhousegrowing,  covercrops"
118,28,12,26,0.9,14,1,"terrible crop yield,  good net yield,  pestcontrol,  croprotation,  naturalpestmanagement"
119,13,14,6,0.5,-8,1,"terrible crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
120,9,7,6,0.7,-1,0,"needs crop improvement,  bad net yield,  precisionfarming,  pestcontrol"
121,29,11,28,1,17,1,"terrible crop yield,  excellent net yield,  pestcontrol,  croprotation"
122,15,11,3,0.2,-8,1,"terrible crop yield,  bad net yield,  naturalpestmanagement,  pestcontrol,  croprotation"
123,13,13,25,1.9,12,1,"terrible crop yield,  good net yield,  croprotation,  pestcontrol"
124,1,14,24,24,10,0,"commendable crop yield,  excellent net yield,  companionplanting,  regenerativeagriculture"
125,25,14,10,0.4,-4,0,"needs crop improvement,  bad net yield,  companionplanting,  regenerativeagriculture"
126,7,8,14,2,6,0,"commendable crop yield,  bad net yield,  companionplanting,  croprotation"
127,9,18,6,0.7,-12,0,"needs crop improvement,  bad net yield,  sustainableagriculture,  greenhousegrowing"
128,24,19,3,0.1,-16,0,"needs crop improvement,  bad net yield,  greenhousegrowing,  sustainableagriculture"
129,1,7,6,6,-1,1,"average crop yield,  bad net yield,  precisionfarming,  greenhousegrowing,  naturalpestmanagement"
130,12,18,7,0.6,-11,0,"needs crop improvement,  bad net yield,  greenhousegrowing,  sustainableagriculture"
131,8,5,20,2.5,15,0,"commendable crop yield,  excellent net yield,  pestcontrol,  sustainableagriculture"
132,24,19,14,0.6,-5,0,"needs crop improvement,  bad net yield,  sustainableagriculture,  greenhousegrowing"
133,11,18,7,0.6,-11,1,"terrible crop yield,  bad net yield,  sustainableagriculture,  greenhousegrowing"
134,19,3,15,0.8,12,0,"needs crop improvement,  bad net yield,  organicfarming,  pollinatorfriendly"
135,17,6,21,1.2,15,0,"commendable crop yield,  bad net yield,  companionplanting,  precisionfarming,  pestcontrol"
136,8,3,17,2.1,14,1,"needs improvement,  good net yield,  vermiculture,  fertilization,  soilmanagement"
137,3,11,2,0.7,-9,0,"needs crop improvement,  bad net yield,  naturalpestmanagement,  croprotation,  pestcontrol"
138,3,12,29,9.7,17,1,"good crop yield,  excellent net yield,  naturalpestmanagement,  croprotation,  pestcontrol"
139,1,2,6,6,4,1,"average crop yield,  bad net yield,  pollinatorfriendly,  vermiculture,  fertilization"
140,27,11,14,0.5,3,1,"terrible crop yield,  bad net yield,  croprotation,  naturalpestmanagement,  pestcontrol"
141,5,1,18,3.6,17,1,"needs improvement,  excellent net yield,  irrigation,  fertilization,  pollinatorfriendly"
142,10,1,19,1.9,18,1,"terrible crop yield,  excellent net yield,  organicfarming,  soilmanagement,  fertilization"
143,7,8,20,2.9,12,0,"commendable crop yield,  excellent net yield,  precisionfarming,  sustainableagriculture,  croprotation"
144,26,0,14,0.5,14,1,"terrible crop yield, good net yield, sustainableagriculture, precisionfarming, greenhousegrowing"
145,9,7,30,3.3,23,1,"needs improvement,  excellent net yield,  companionplanting,  naturalpestmanagement"
146,28,5,25,0.9,20,0,"needs crop improvement,  bad net yield,  greenhousegrowing,  covercrops,  companionplanting"
147,7,5,27,3.9,22,1,"needs improvement,  excellent net yield,  companionplanting,  covercrops,  pestcontrol"
148,9,17,25,2.8,8,0,"commendable crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
149,8,16,29,3.6,13,0,"commendable crop yield,  excellent net yield,  companionplanting,  regenerativeagriculture"
150,12,11,22,1.8,11,0,"commendable crop yield,  bad net yield,  pestcontrol,  naturalpestmanagement,  croprotation"
151,2,5,3,1.5,-2,1,"terrible crop yield,  bad net yield,  covercrops,  croprotation"
152,1,7,9,9,2,1,"good crop yield,  bad net yield,  pestcontrol,  covercrops,  croprotation"
153,16,18,28,1.8,10,1,"terrible crop yield,  good net yield,  greenhousegrowing,  sustainableagriculture"
154,23,9,1,0,-8,0,"needs crop improvement,  bad net yield,  greenhousegrowing,  naturalpestmanagement"
155,23,0,14,0.6,14,1,"terrible crop yield, good net yield, permaculture, covercrops, sustainableagriculture"
156,24,12,2,0.1,-10,1,"terrible crop yield,  bad net yield,  croprotation,  naturalpestmanagement,  pestcontrol"
157,5,16,7,1.4,-9,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
158,3,2,14,4.7,12,0,"commendable crop yield,  excellent net yield,  fertilization,  vermiculture"
159,12,7,29,2.4,22,0,"commendable crop yield,  excellent net yield,  precisionfarming,  pestcontrol,  naturalpestmanagement"
160,8,13,17,2.1,4,1,"needs improvement,  bad net yield,  naturalpestmanagement,  pestcontrol"
161,22,2,9,0.4,7,1,"terrible crop yield,  bad net yield,  irrigation,  vermiculture"
162,27,15,29,1.1,14,1,"terrible crop yield,  good net yield,  companionplanting,  regenerativeagriculture"
163,3,12,2,0.7,-10,1,"terrible crop yield,  bad net yield,  naturalpestmanagement,  pestcontrol"
164,1,19,6,6,-13,0,"commendable crop yield,  bad net yield,  greenhousegrowing,  sustainableagriculture"
165,3,16,25,8.3,9,0,"commendable crop yield,  excellent net yield,  companionplanting,  regenerativeagriculture"
166,5,12,13,2.6,1,0,"commendable crop yield,  bad net yield,  naturalpestmanagement,  croprotation"
167,15,5,21,1.4,16,0,"commendable crop yield,  excellent net yield,  greenhousegrowing,  companionplanting,  sustainableagriculture"
168,14,16,14,1,-2,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
169,3,13,12,4,-1,1,"needs improvement,  bad net yield,  naturalpestmanagement,  croprotation"
170,1,16,14,14,-2,1,"good crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
171,5,7,2,0.4,-5,0,"needs crop improvement,  bad net yield,  covercrops,  naturalpestmanagement,  pestcontrol"
172,26,10,22,0.8,12,1,"terrible crop yield,  good net yield,  sustainableagriculture,  greenhousegrowing"
173,23,19,25,1.1,6,0,"commendable crop yield,  bad net yield,  greenhousegrowing,  sustainableagriculture"
174,14,0,15,1.1,15,0,"commendable crop yield,  excellent net yield,  foodsecurity,  farmtofork,  farmersmarket"
175,7,6,28,4,22,1,"needs improvement,  excellent net yield,  covercrops,  sustainableagriculture,  naturalpestmanagement"
176,27,16,7,0.3,-9,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
177,9,9,29,3.2,20,1,"needs improvement,  excellent net yield,  precisionfarming,  naturalpestmanagement,  croprotation"
178,15,10,12,0.8,2,0,"needs crop improvement,  bad net yield,  greenhousegrowing,  sustainableagriculture"
179,15,8,6,0.4,-2,1,"terrible crop yield,  bad net yield,  covercrops,  sustainableagriculture"
180,26,8,13,0.5,5,0,"needs crop improvement,  bad net yield,  sustainableagriculture,  naturalpestmanagement"
181,10,4,14,1.4,10,1,"terrible crop yield,  good net yield,  soilmanagement,  vermiculture"
182,28,16,20,0.7,4,0,"needs crop improvement,  bad net yield,  companionplanting,  regenerativeagriculture"
183,13,8,18,1.4,10,0,"commendable crop yield,  bad net yield,  greenhousegrowing,  companionplanting,  croprotation"
184,19,16,20,1.1,4,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
185,7,18,28,4,10,0,"commendable crop yield,  excellent net yield,  greenhousegrowing,  sustainableagriculture"
186,17,6,6,0.4,0,0,"needs crop improvement,  bad net yield,  pestcontrol,  companionplanting"
187,20,8,11,0.6,3,1,"terrible crop yield,  bad net yield,  greenhousegrowing,  sustainableagriculture,  pestcontrol"
188,29,6,11,0.4,5,0,"needs crop improvement,  bad net yield,  covercrops,  sustainableagriculture,  naturalpestmanagement"
189,4,12,22,5.5,10,1,"average crop yield,  good net yield,  pestcontrol,  croprotation"
190,5,10,28,5.6,18,0,"commendable crop yield,  excellent net yield,  naturalpestmanagement,  sustainableagriculture,  greenhousegrowing"
191,23,13,19,0.8,6,1,"terrible crop yield,  bad net yield,  croprotation,  naturalpestmanagement"
192,7,18,5,0.7,-13,1,"terrible crop yield,  bad net yield,  greenhousegrowing,  sustainableagriculture"
193,13,10,19,1.5,9,0,"commendable crop yield,  bad net yield,  companionplanting,  pestcontrol,  greenhousegrowing"
194,15,12,5,0.3,-7,0,"needs crop improvement,  bad net yield,  pestcontrol,  naturalpestmanagement,  croprotation"
195,11,13,19,1.7,6,0,"commendable crop yield,  bad net yield,  croprotation,  pestcontrol,  naturalpestmanagement"
196,29,12,2,0.1,-10,0,"needs crop improvement,  bad net yield,  croprotation,  pestcontrol"
197,4,0,10,2.5,10,0,"commendable crop yield,  excellent net yield,  farmtofork,  localfood"
198,13,7,8,0.6,1,1,"terrible crop yield,  bad net yield,  sustainableagriculture,  croprotation"
199,7,11,2,0.3,-9,0,"needs crop improvement,  bad net yield,  croprotation,  naturalpestmanagement,  pestcontrol"
200,27,18,14,0.5,-4,1,"terrible crop yield,  bad net yield,  sustainableagriculture,  greenhousegrowing"
201,19,11,15,0.8,4,1,"terrible crop yield,  bad net yield,  croprotation,  pestcontrol,  naturalpestmanagement"
202,22,7,29,1.3,22,0,"commendable crop yield,  good net yield,  greenhousegrowing,  naturalpestmanagement,  croprotation"
203,28,7,18,0.6,11,1,"terrible crop yield,  good net yield,  covercrops,  naturalpestmanagement,  croprotation"
204,2,12,10,5,-2,1,"average crop yield,  bad net yield,  croprotation,  naturalpestmanagement,  pestcontrol"
205,10,11,18,1.8,7,1,"terrible crop yield,  bad net yield,  naturalpestmanagement,  croprotation,  pestcontrol"
206,13,15,9,0.7,-6,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
207,25,0,19,0.8,19,0,"needs crop improvement, bad net yield, sustainablepractices, raisedbeds"
208,21,12,29,1.4,17,1,"terrible crop yield,  excellent net yield,  croprotation,  naturalpestmanagement,  pestcontrol"
209,6,6,3,0.5,-3,0,"needs crop improvement,  bad net yield,  naturalpestmanagement,  covercrops"
210,28,4,21,0.8,17,0,"needs crop improvement,  bad net yield,  organicfarming,  irrigation"
211,28,7,4,0.1,-3,1,"terrible crop yield,  bad net yield,  naturalpestmanagement,  companionplanting"
212,12,13,28,2.3,15,0,"commendable crop yield,  excellent net yield,  croprotation,  pestcontrol"
213,12,12,14,1.2,2,0,"commendable crop yield,  bad net yield,  naturalpestmanagement,  pestcontrol"
214,20,14,19,1,5,0,"average crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
215,11,16,8,0.7,-8,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
216,26,14,16,0.6,2,0,"needs crop improvement,  bad net yield,  companionplanting,  regenerativeagriculture"
217,23,19,16,0.7,-3,0,"needs crop improvement,  bad net yield,  sustainableagriculture,  greenhousegrowing"
218,28,17,28,1,11,0,"average crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
219,25,17,29,1.2,12,1,"terrible crop yield,  good net yield,  companionplanting,  regenerativeagriculture"
220,7,1,4,0.6,3,0,"needs crop improvement,  bad net yield,  pollinatorfriendly,  vermiculture"
221,1,3,16,16,13,1,"commendable crop yield,  good net yield,  vermiculture,  organicfarming,  soilmanagement"
222,1,0,6,6,6,1,"average crop yield, bad net yield, irrigation, fertilization, greenhousegrowing, croprotation, covercrops"
223,25,3,30,1.2,27,1,"terrible crop yield,  excellent net yield,  organicfarming,  irrigation"
224,27,17,23,0.9,6,1,"terrible crop yield,  bad net yield,  regenerativeagriculture,  companionplanting"
225,25,4,5,0.2,1,1,"terrible crop yield,  bad net yield,  fertilization,  irrigation"
226,20,18,21,1.1,3,1,"terrible crop yield,  bad net yield,  sustainableagriculture,  greenhousegrowing"
227,13,14,28,2.2,14,0,"commendable crop yield,  excellent net yield,  regenerativeagriculture,  companionplanting"
228,9,7,19,2.1,12,1,"needs improvement,  good net yield,  naturalpestmanagement,  covercrops"
229,3,19,29,9.7,10,0,"commendable crop yield,  excellent net yield,  sustainableagriculture,  greenhousegrowing"
230,7,16,20,2.9,4,0,"commendable crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
231,6,0,18,3,18,1,"needs improvement, excellent net yield, covercrops, pestcontrol, sustainableagriculture"
232,8,11,28,3.5,17,0,"commendable crop yield,  excellent net yield,  naturalpestmanagement,  croprotation"
233,27,18,6,0.2,-12,0,"needs crop improvement,  bad net yield,  greenhousegrowing,  sustainableagriculture"
234,9,14,7,0.8,-7,0,"needs crop improvement,  bad net yield,  companionplanting,  regenerativeagriculture"
235,5,8,18,3.6,10,0,"commendable crop yield,  excellent net yield,  pestcontrol,  sustainableagriculture"
236,1,6,23,23,17,1,"commendable crop yield,  excellent net yield,  covercrops,  croprotation"
237,19,1,20,1.1,19,0,"commendable crop yield,  good net yield,  soilmanagement,  pollinatorfriendly"
238,10,8,23,2.3,15,1,"needs improvement,  good net yield,  sustainableagriculture,  covercrops,  precisionfarming"
239,12,9,3,0.3,-6,0,"needs crop improvement,  bad net yield,  naturalpestmanagement,  greenhousegrowing,  covercrops"
240,24,1,7,0.3,6,0,"needs crop improvement,  bad net yield,  pollinatorfriendly,  organicfarming"
241,15,18,28,1.9,10,1,"terrible crop yield,  good net yield,  sustainableagriculture,  greenhousegrowing"
242,27,10,28,1,18,0,"average crop yield,  bad net yield,  greenhousegrowing,  pestcontrol"
243,22,12,22,1,10,0,"average crop yield,  bad net yield,  naturalpestmanagement,  croprotation,  pestcontrol"
244,24,9,14,0.6,5,0,"needs crop improvement,  bad net yield,  covercrops,  greenhousegrowing"
245,9,13,16,1.8,3,1,"terrible crop yield,  bad net yield,  croprotation,  naturalpestmanagement"
246,20,17,5,0.3,-12,0,"needs crop improvement,  bad net yield,  regenerativeagriculture,  companionplanting"
247,17,18,13,0.8,-5,1,"terrible crop yield,  bad net yield,  sustainableagriculture,  greenhousegrowing"
248,17,8,22,1.3,14,0,"commendable crop yield,  bad net yield,  covercrops,  greenhousegrowing"
249,26,6,28,1.1,22,1,"terrible crop yield,  excellent net yield,  croprotation,  pestcontrol"
250,20,2,4,0.2,2,1,"terrible crop yield,  bad net yield,  soilmanagement,  pollinatorfriendly,  irrigation"
251,12,19,2,0.2,-17,0,"needs crop improvement,  bad net yield,  greenhousegrowing,  sustainableagriculture"
252,7,5,27,3.9,22,0,"commendable crop yield,  excellent net yield,  covercrops,  sustainableagriculture,  pestcontrol"
253,2,1,13,6.5,12,1,"average crop yield,  good net yield,  fertilization,  soilmanagement,  vermiculture"
254,3,5,8,2.7,3,1,"needs improvement,  bad net yield,  pestcontrol,  greenhousegrowing"
255,17,2,6,0.4,4,0,"needs crop improvement,  bad net yield,  fertilization,  soilmanagement"
256,5,15,12,2.4,-3,1,"needs improvement,  bad net yield,  regenerativeagriculture,  companionplanting"
257,17,7,21,1.2,14,0,"commendable crop yield,  bad net yield,  greenhousegrowing,  croprotation,  precisionfarming"
258,24,1,10,0.4,9,0,"needs crop improvement,  bad net yield,  fertilization,  pollinatorfriendly"
259,17,16,23,1.4,7,0,"commendable crop yield,  bad net yield,  companionplanting,  regenerativeagriculture"
260,27,8,26,1,18,0,"average crop yield,  bad net yield,  greenhousegrowing,  naturalpestmanagement,  croprotation"
261,17,11,20,1.2,9,1,"terrible crop yield,  good net yield,  pestcontrol,  naturalpestmanagement"
262,2,2,7,3.5,5,0,"commendable crop yield,  excellent net yield,  soilmanagement,  pollinatorfriendly"
263,2,10,27,13.5,17,1,"good crop yield,  excellent net yield,  naturalpestmanagement,  pestcontrol,  precisionfarming"
264,28,0,1,0,1,0,"needs crop improvement, bad net yield, precisionfarming, sustainableagriculture, covercrops"
265,22,12,27,1.2,15,1,"terrible crop yield,  good net yield,  pestcontrol,  naturalpestmanagement,  croprotation"
266,23,14,21,0.9,7,0,"needs crop improvement,  bad net yield,  companionplanting,  regenerativeagriculture"
